mufa,pufa,fat,vitamin_a,zinc,id,edible_part,carotene,vitamin_c,magnesium,selenium,iodine,thiamin,fatty_acids_total,potassium,dietary_fiber,alias_name,energy,niacin,calcium,cate_id,protein,riboflavin,sodium,copper,water,carbohydrate,vitamin_e,phosphorus,iron,food_name,english_name,cholesterol,ash,retinol,manganese,sfa
"""—""","""—""","""0.1g""","""0μg""","""0.09mg""","""320""","""100%""","""0μg""","""0mg""","""6mg""","""1μg""","""""","""0.03mg""","""—""","""8mg""","""0g""","""""","""1469kJ""","""1.10mg""","""18mg""","""37""","""1.2g""","""0.04mg""","""6.3mg""","""0.07mg""","""13.5g""","""85.0g""","""0mg""","""25mg""","""4.0mg""","""玉米淀粉""","""""","""0mg""","""0.2g""","""14μg""","""0.05mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0.18mg""","""321""","""100%""","""0μg""","""0mg""","""14mg""","""0.40μg""","""""","""0.01mg""","""—""","""16mg""","""1g""","""""","""1484kJ""","""0.20mg""","""34mg""","""37""","""2g""","""0mg""","""13.3mg""","""0.06mg""","""12.6g""","""85.8g""","""0mg""","""25mg""","""4mg""","""团粉[芡粉]""","""""","""0mg""","""0.1g""","""13μg""","""0.08mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0.15mg""","""322""","""100%""","""0μg""","""0mg""","""2mg""","""2.10μg""","""""","""0mg""","""—""","""35mg""","""0g""","""""","""1584kJ""","""0.40mg""","""8mg""","""37""","""0.2g""","""0.01mg""","""11mg""","""0.22mg""","""6.4g""","""93.0g""","""0mg""","""9mg""","""18mg""","""藕粉""","""""","""0mg""","""0.4g""","""6μg""","""0.28mg""","""—"""
"""23.1%""","""28.5%""","""0.1g""","""0μg""","""2.05mg""","""323""","""100%""","""4μg""","""0mg""","""66mg""","""350.20μg""","""""","""0mg""","""99.0%""","""299mg""","""74g""","""""","""1422kJ""","""0.40mg""","""45mg""","""37""","""5g""","""0.10mg""","""50mg""","""0.17mg""","""12.2g""","""78.8g""","""0mg""","""272mg""","""2mg""","""魔芋精粉[鬼芋粉，南星粉]""","""""","""0mg""","""4.3g""","""12μg""","""1mg""","""47.4%"""
"""—""","""—""","""0.2g""","""0μg""","""0.27mg""","""324""","""100%""","""0μg""","""0mg""","""11mg""","""3.40μg""","""""","""0.03mg""","""—""","""18mg""","""1g""","""""","""1444kJ""","""0.40mg""","""31mg""","""37""","""1g""","""0.02mg""","""9.3mg""","""0.05mg""","""15.0g""","""83.7g""","""0mg""","""16mg""","""6.4mg""","""粉丝""","""""","""0mg""","""0.3g""","""15μg""","""0.15mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""1mg""","""325""","""100%""","""1μg""","""0mg""","""11mg""","""2.20μg""","""""","""0.01mg""","""—""","""18mg""","""1g""","""""","""1444kJ""","""0.10mg""","""35mg""","""37""","""0.5g""","""0mg""","""10mg""","""0.18mg""","""14.3g""","""84.2g""","""0mg""","""23mg""","""5.2mg""","""粉条""","""""","""0mg""","""0.9g""","""14μg""","""0.16mg""","""—"""
"""23.4%""","""61.1%""","""16.0g""","""37μg""","""3.34mg""","""326""","""100%""","""220.0μg""","""0mg""","""199mg""","""6.20μg""","""""","""0.41mg""","""100.5%""","""1503mg""","""16g""","""""","""1768kJ""","""2.10mg""","""191mg""","""39""","""35.0g""","""0.20mg""","""2.2mg""","""1.35mg""","""10.2g""","""34.2g""","""19mg""","""465mg""","""8.2mg""","""黄豆[大豆]""","""""","""0mg""","""4.6g""","""10μg""","""2.26mg""","""16.0%"""
"""28.0%""","""56.6%""","""15.9g""","""""","""4.18mg""","""327""","""100%""","""30.0μg""","""""","""243mg""","""6.80μg""","""""","""0.20mg""","""100.1%""","""1377mg""","""""","""""","""1772kJ""","""2.00mg""","""224mg""","""39""","""36.0g""","""0.33mg""","""3.0mg""","""1.56mg""","""9.9g""","""33.6g""","""—""","""500mg""","""7.0mg""","""黑豆[黑大豆](干)""","""""","""""","""4.6g""","""""","""2.83mg""","""15.5%"""
"""30.9%""","""50.4%""","""16.0g""","""""","""3.18mg""","""328""","""100%""","""790.0μg""","""""","""128mg""","""5.60μg""","""""","""0.41mg""","""100.2%""","""718mg""","""""","""""","""1780kJ""","""3.00mg""","""200mg""","""39""","""34.5g""","""0.18mg""","""1.8mg""","""1.38mg""","""9.5g""","""35.4g""","""—""","""395mg""","""8.4mg""","""青豆[青大豆](干)""","""""","""""","""4.6g""","""""","""2.25mg""","""18.9%"""
"""21.7%""","""63.5%""","""18.3g""","""63μg""","""4mg""","""329""","""100%""","""380.0μg""","""0mg""","""129mg""","""2.50μg""","""""","""0.31mg""","""101.6%""","""1890mg""","""7g""","""""","""1872kJ""","""2.50mg""","""207mg""","""39""","""33g""","""0.22mg""","""4mg""","""1.39mg""","""6.7g""","""37.6g""","""34mg""","""395mg""","""8.1mg""","""黄豆粉""","""""","""0mg""","""4.7g""","""7μg""","""2.00mg""","""16.4%"""
"""23.0%""","""60.7%""","""3g""","""42μg""","""1mg""","""330""","""100%""","""250.0μg""","""0mg""","""60mg""","""2μg""","""""","""0.02mg""","""100.0%""","""339mg""","""0g""","""""","""1699kJ""","""0.40mg""","""175mg""","""39""","""10.0g""","""0.03mg""","""0mg""","""0.28mg""","""1.6g""","""84.3g""","""5mg""","""95mg""","""3.3mg""","""豆腐花[豆腐粉]""","""""","""0mg""","""1.5g""","""2μg""","""1mg""","""16.3%"""
"""23.3%""","""59.9%""","""9.4g""","""0μg""","""2mg""","""331""","""100%""","""3μg""","""0mg""","""122mg""","""3.30μg""","""""","""0.07mg""","""97.4%""","""771mg""","""2g""","""""","""1818kJ""","""1mg""","""101mg""","""39""","""20g""","""0.05mg""","""26.4mg""","""1mg""","""1.5g""","""66.8g""","""18mg""","""253mg""","""4mg""","""豆浆粉""","""""","""0mg""","""2.6g""","""2μg""","""1.24mg""","""14.1%"""
"""—""","""—""","""2.1g""","""0μg""","""0.50mg""","""332""","""100%""","""6μg""","""0mg""","""158mg""","""2μg""","""""","""0.49mg""","""—""","""1391mg""","""8g""","""""","""1445kJ""","""2.50mg""","""154mg""","""39""","""42.5g""","""0.20mg""","""76.0mg""","""1.10mg""","""11.5g""","""37.9g""","""6mg""","""28mg""","""15mg""","""豆粕""","""""","""0mg""","""6.0g""","""12μg""","""2.49mg""","""—"""
"""21.8%""","""60.7%""","""4g""","""0μg""","""1.11mg""","""333""","""100%""","""1μg""","""0mg""","""27mg""","""2.30μg""","""""","""0.04mg""","""97.6%""","""125mg""","""0g""","""""","""346kJ""","""0.20mg""","""164mg""","""39""","""8.1g""","""0.03mg""","""7.2mg""","""0.27mg""","""82.8g""","""4.2g""","""3mg""","""119mg""","""2mg""","""豆腐(均值)""","""""","""0mg""","""1.2g""","""83μg""","""0.47mg""","""15.1%"""
"""21.8%""","""60.7%""","""5g""","""5μg""","""1mg""","""334""","""100%""","""30.0μg""","""0mg""","""63mg""","""2μg""","""""","""0.05mg""","""97.6%""","""106mg""","""0g""","""""","""419kJ""","""0.30mg""","""138mg""","""39""","""12.2g""","""0.03mg""","""7.3mg""","""0.22mg""","""80.0g""","""2.0g""","""7mg""","""158mg""","""2.5mg""","""豆腐(北)""","""""","""0mg""","""1.0g""","""80μg""","""1mg""","""15.1%"""
"""21.8%""","""60.7%""","""2.5g""","""0μg""","""1mg""","""335""","""100%""","""1μg""","""0mg""","""36mg""","""3μg""","""""","""0.02mg""","""97.6%""","""154mg""","""0g""","""""","""242kJ""","""1.00mg""","""116mg""","""39""","""6.2g""","""0.04mg""","""3.1mg""","""0.14mg""","""87.9g""","""2.6g""","""4mg""","""90mg""","""2mg""","""豆腐(南)[南豆腐]""","""""","""0mg""","""0.8g""","""88μg""","""0.44mg""","""15.1%"""
"""21.8%""","""60.7%""","""2g""","""0μg""","""1mg""","""336""","""100%""","""1μg""","""0mg""","""24mg""","""1μg""","""""","""0.06mg""","""97.6%""","""95mg""","""0g""","""""","""211kJ""","""0.30mg""","""17mg""","""39""","""5.0g""","""0.03mg""","""6.4mg""","""0.13mg""","""89.2g""","""3.3g""","""3mg""","""57mg""","""1mg""","""豆腐(内酯)""","""""","""0mg""","""0.6g""","""89μg""","""0.26mg""","""15.1%"""
"""21.8%""","""60.7%""","""1g""","""0μg""","""0.49mg""","""337""","""100%""","""1μg""","""0mg""","""28mg""","""0μg""","""""","""0.04mg""","""97.6%""","""107mg""","""0g""","""""","""63kJ""","""0.40mg""","""18mg""","""39""","""2g""","""0.02mg""","""3mg""","""0.26mg""","""96.7g""","""Tr""","""10mg""","""5mg""","""1mg""","""豆腐脑[老豆腐]""","""""","""0mg""","""0.6g""","""97μg""","""0.25mg""","""15.1%"""
"""21.1%""","""54.2%""","""1g""","""15μg""","""0.24mg""","""338""","""100%""","""90.0μg""","""0mg""","""9mg""","""0.10μg""","""""","""0.02mg""","""99.3%""","""48mg""","""1g""","""""","""72kJ""","""0.10mg""","""10mg""","""39""","""2g""","""0.02mg""","""3.0mg""","""0.07mg""","""96.4g""","""0.9g""","""1mg""","""30mg""","""0.5mg""","""豆浆""","""""","""0mg""","""0.2g""","""96μg""","""0.09mg""","""24.0%"""
"""22.8%""","""61.7%""","""2g""","""0μg""","""0.24mg""","""339""","""100%""","""0μg""","""0mg""","""7mg""","""1μg""","""""","""0.02mg""","""96.2%""","""92mg""","""0g""","""""","""127kJ""","""0.30mg""","""23mg""","""39""","""2.4g""","""0.06mg""","""3.2mg""","""6mg""","""94.0g""","""2g""","""4mg""","""35mg""","""1mg""","""豆奶[豆乳]""","""""","""5mg""","""0.3g""","""94μg""","""0.11mg""","""11.6%"""
"""—""","""—""","""0.1g""","""0μg""","""0.11mg""","""340""","""100%""","""0μg""","""0mg""","""6mg""","""0.20μg""","""""","""0.02mg""","""—""","""47mg""","""0g""","""""","""43kJ""","""0.10mg""","""8mg""","""39""","""1g""","""0.02mg""","""6.5mg""","""0.05mg""","""97.4g""","""1.4g""","""0mg""","""21mg""","""0.4mg""","""豆汁(生)""","""""","""0mg""","""0.2g""","""97μg""","""0mg""","""—"""
"""21.3%""","""62.5%""","""10.5g""","""5μg""","""2.04mg""","""341""","""100%""","""30.0μg""","""0mg""","""127mg""","""1.40μg""","""""","""0.04mg""","""99.4%""","""74mg""","""1g""","""""","""859kJ""","""0.50mg""","""204mg""","""39""","""22g""","""0.12mg""","""21mg""","""0.29mg""","""58.4g""","""6.2g""","""10mg""","""220mg""","""9.1mg""","""豆腐丝""","""""","""0mg""","""3.4g""","""58μg""","""2mg""","""15.6%"""
"""23.0%""","""60.7%""","""17.4g""","""0μg""","""4mg""","""342""","""100%""","""3μg""","""0mg""","""111mg""","""2.30μg""","""""","""0.31mg""","""100.0%""","""536mg""","""0g""","""""","""1722kJ""","""2mg""","""116mg""","""39""","""45g""","""0.11mg""","""9.4mg""","""2mg""","""16.5g""","""19g""","""21mg""","""318mg""","""14mg""","""豆腐皮""","""""","""0mg""","""2.7g""","""16μg""","""4mg""","""16.3%"""
"""18.1%""","""63.3%""","""18g""","""5μg""","""2.03mg""","""343""","""100%""","""30.0μg""","""0mg""","""72mg""","""1μg""","""""","""0.05mg""","""100.0%""","""158mg""","""1g""","""""","""1024kJ""","""0.30mg""","""147mg""","""39""","""17.0g""","""0.04mg""","""32.5mg""","""0.30mg""","""58.8g""","""4.9g""","""25mg""","""238mg""","""5.2mg""","""油豆腐""","""""","""0mg""","""1.7g""","""59μg""","""1.38mg""","""18.6%"""
"""23.2%""","""61.3%""","""22g""","""0μg""","""4mg""","""344""","""100%""","""4μg""","""0mg""","""71mg""","""7μg""","""""","""0.13mg""","""99.4%""","""553mg""","""1g""","""""","""1940kJ""","""1mg""","""77mg""","""39""","""45g""","""0.07mg""","""26.5mg""","""1.31mg""","""7.9g""","""22.3g""","""28mg""","""284mg""","""16.5mg""","""腐竹""","""""","""0mg""","""3.5g""","""8μg""","""3mg""","""14.8%"""
"""23.0%""","""60.7%""","""16.0g""","""5μg""","""3mg""","""345""","""100%""","""30.0μg""","""0mg""","""80mg""","""2μg""","""""","""0.04mg""","""100.0%""","""94mg""","""1g""","""""","""1102kJ""","""0.20mg""","""313mg""","""39""","""24.5g""","""0.05mg""","""21mg""","""0.46mg""","""52.0g""","""5.5g""","""23mg""","""309mg""","""6.4mg""","""千张[百页]""","""""","""0mg""","""2.0g""","""52μg""","""2mg""","""16.3%"""
"""21.3%""","""62.5%""","""4g""","""0μg""","""2mg""","""346""","""100%""","""4μg""","""0mg""","""64mg""","""0.00μg""","""""","""0.03mg""","""99.4%""","""140mg""","""1g""","""""","""604kJ""","""0.30mg""","""308mg""","""39""","""16.2g""","""0.07mg""","""76.5mg""","""1mg""","""65.2g""","""11.5g""","""0mg""","""273mg""","""5mg""","""豆腐干(均值)""","""""","""0mg""","""3.5g""","""65μg""","""1.31mg""","""15.6%"""
"""21.5%""","""64.4%""","""12.5g""","""10μg""","""2mg""","""347""","""100%""","""60.0μg""","""0mg""","""61mg""","""7μg""","""""","""0.02mg""","""100.8%""","""42mg""","""1g""","""""","""814kJ""","""0.40mg""","""319mg""","""39""","""16.5g""","""0.03mg""","""374mg""","""0.27mg""","""64.3g""","""4.2g""","""18mg""","""180mg""","""5.3mg""","""素鸡""","""""","""0mg""","""2.5g""","""64μg""","""1.12mg""","""14.9%"""
"""—""","""—""","""10.2g""","""0μg""","""1.25mg""","""348""","""100%""","""2μg""","""0mg""","""45mg""","""3μg""","""""","""0.07mg""","""—""","""143mg""","""2g""","""""","""757kJ""","""0.50mg""","""174mg""","""39""","""14.0g""","""0.04mg""","""475.1mg""","""0.21mg""","""65.3g""","""8.3g""","""10mg""","""186mg""","""6.0mg""","""素什锦""","""""","""0mg""","""2.2g""","""65μg""","""1.06mg""","""—"""
"""17.6%""","""65.4%""","""0.3g""","""0μg""","""1.19mg""","""349""","""100%""","""1μg""","""0mg""","""38mg""","""0μg""","""""","""0.04mg""","""100.0%""","""25mg""","""0g""","""""","""516kJ""","""1.20mg""","""30mg""","""39""","""20.4g""","""0.05mg""","""230.0mg""","""0.25mg""","""68.6g""","""9.3g""","""0mg""","""72mg""","""3mg""","""烤麸""","""""","""0mg""","""1.4g""","""69μg""","""1mg""","""17.0%"""
"""12.0%""","""55.0%""","""0.8g""","""""","""2.18mg""","""350""","""100%""","""130.0μg""","""""","""125mg""","""4.30μg""","""""","""0.25mg""","""99.0%""","""787mg""","""""","""""","""1451kJ""","""2.00mg""","""81mg""","""40""","""21.6g""","""0.11mg""","""3.2mg""","""1.08mg""","""12.3g""","""62.0g""","""—""","""337mg""","""6.5mg""","""绿豆(干)""","""""","""""","""3.3g""","""""","""1.11mg""","""32.0%"""
"""15.4%""","""69.2%""","""0.6g""","""""","""2.20mg""","""351""","""100%""","""80.0μg""","""""","""138mg""","""3.80μg""","""""","""0.16mg""","""100.2%""","""860mg""","""""","""""","""1443kJ""","""2.00mg""","""74mg""","""41""","""20.2g""","""0.11mg""","""2.2mg""","""0.64mg""","""12.6g""","""63.4g""","""—""","""305mg""","""7.4mg""","""赤小豆[小豆，红小豆](干)""","""""","""""","""3.2g""","""""","""1.33mg""","""15.6%"""
"""—""","""—""","""0.4g""","""0μg""","""0.33mg""","""352""","""100%""","""0μg""","""0mg""","""17mg""","""0.50μg""","""""","""0mg""","""—""","""45mg""","""1g""","""""","""268kJ""","""0.20mg""","""13mg""","""41""","""1.2g""","""0mg""","""2.3mg""","""0.03mg""","""84.4g""","""13.7g""","""0mg""","""14mg""","""1mg""","""小豆粥""","""""","""0mg""","""0.3g""","""84μg""","""0.09mg""","""—"""
"""—""","""—""","""2g""","""0μg""","""0.32mg""","""353""","""100%""","""1μg""","""0mg""","""2mg""","""1μg""","""""","""0.03mg""","""—""","""139mg""","""2g""","""""","""1060kJ""","""0.30mg""","""42mg""","""41""","""6g""","""0.05mg""","""24mg""","""0.13mg""","""39.2g""","""52.7g""","""4mg""","""68mg""","""8.0mg""","""豆沙""","""""","""0mg""","""0.7g""","""39μg""","""0.33mg""","""—"""
"""—""","""—""","""0.1g""","""0.0μg""","""0.60mg""","""354""","""100%""","""—""","""Tr""","""7mg""","""0.40μg""","""—""","""0.02mg""","""—""","""21mg""","""""","""""","""1051kJ""","""—""","""19mg""","""41""","""4.5g""","""0.02mg""","""26.3mg""","""0.06mg""","""37.9g""","""57.1g""","""—""","""65mg""","""1.1mg""","""红豆沙""","""""","""—""","""0.4g""","""""","""0.22mg""","""—"""
"""—""","""—""","""4g""","""0.0μg""","""1mg""","""355""","""100%""","""1μg""","""0.0mg""","""13mg""","""1μg""","""—""","""0.02mg""","""—""","""226mg""","""8g""","""""","""1133kJ""","""2mg""","""16mg""","""41""","""5g""","""0.04mg""","""28.6mg""","""0.12mg""","""33.0g""","""61.7g""","""9mg""","""90mg""","""1.3mg""","""红豆馅""","""""","""0mg""","""0.6g""","""36μg""","""0.27mg""","""—"""
"""—""","""—""","""1.3g""","""""","""1.27mg""","""356""","""100%""","""430.0μg""","""""","""17mg""","""19.00μg""","""""","""0.25mg""","""—""","""358mg""","""""","""""","""1439kJ""","""3.00mg""","""38mg""","""42""","""19.1g""","""""","""12.5mg""","""0.94mg""","""14.8g""","""62.7g""","""—""","""48mg""","""0.3mg""","""花豆(干，红)""","""""","""""","""2.1g""","""""","""1.22mg""","""—"""
"""—""","""—""","""1.4g""","""""","""3.40mg""","""357""","""97%""","""280.0μg""","""""","""120mg""","""74.10μg""","""""","""0.14mg""","""—""","""641mg""","""""","""""","""1463kJ""","""2.70mg""","""221mg""","""42""","""17.2g""","""""","""19.6mg""","""0.92mg""","""13.2g""","""65.8g""","""—""","""169mg""","""5.9mg""","""花豆(干，紫)""","""""","""""","""2.4g""","""""","""1.08mg""","""—"""
"""—""","""—""","""1.4g""","""""","""""","""358""","""100%""","""""","""""","""""","""""","""""","""0.18mg""","""—""","""""","""""","""""","""1422kJ""","""2.40mg""","""""","""42""","""23.4g""","""0.26mg""","""""","""""","""14.4g""","""57.2g""","""—""","""""","""""","""芸豆(干，白)""","""""","""""","""3.6g""","""""","""""","""—"""
"""—""","""—""","""1.3g""","""""","""2.07mg""","""359""","""100%""","""180.0μg""","""""","""164mg""","""4.60μg""","""""","""0.18mg""","""—""","""1215mg""","""""","""""","""1474kJ""","""2.00mg""","""176mg""","""42""","""21.4g""","""0.09mg""","""0.6mg""","""0.83mg""","""11.1g""","""62.5g""","""—""","""218mg""","""5.4mg""","""芸豆(干，红)""","""""","""""","""3.7g""","""""","""1.43mg""","""—"""
"""—""","""—""","""0.9g""","""""","""1.20mg""","""360""","""100%""","""""","""""","""31mg""","""9.80μg""","""""","""0.37mg""","""—""","""809mg""","""""","""""","""1478kJ""","""2.10mg""","""156mg""","""42""","""22.5g""","""0.28mg""","""3.3mg""","""0.53mg""","""10.2g""","""62.5g""","""—""","""66mg""","""1.7mg""","""芸豆(干，虎皮)""","""""","""""","""3.9g""","""""","""1.02mg""","""—"""
"""—""","""—""","""0.6g""","""""","""2.22mg""","""361""","""100%""","""""","""""","""197mg""","""14.00μg""","""""","""""","""—""","""1058mg""","""""","""""","""1479kJ""","""""","""349mg""","""42""","""22.4g""","""""","""10.5mg""","""1.11mg""","""9.8g""","""63.3g""","""—""","""386mg""","""8.7mg""","""芸豆(干，杂，带皮)""","""""","""""","""3.9g""","""""","""1.46mg""","""—"""
"""23.3%""","""58.8%""","""1.1g""","""8μg""","""5mg""","""362""","""93%""","""50.0μg""","""0mg""","""113mg""","""4.30μg""","""""","""0.13mg""","""99.5%""","""992mg""","""11g""","""""","""1477kJ""","""2.20mg""","""49mg""","""43""","""25g""","""0.23mg""","""21.2mg""","""1mg""","""11.5g""","""59.9g""","""5mg""","""339mg""","""3mg""","""蚕豆(带皮)""","""""","""0mg""","""2.9g""","""12μg""","""1.00mg""","""17.4%"""
"""23.3%""","""58.8%""","""2g""","""50μg""","""3.32mg""","""363""","""100%""","""300.0μg""","""0mg""","""94mg""","""5μg""","""""","""0.20mg""","""99.5%""","""801mg""","""2g""","""""","""1492kJ""","""2.50mg""","""54mg""","""43""","""25.4g""","""0.20mg""","""2.2mg""","""1.17mg""","""11.3g""","""58.9g""","""7mg""","""181mg""","""2.5mg""","""蚕豆(去皮)""","""""","""0mg""","""2.8g""","""11μg""","""1mg""","""17.4%"""
"""—""","""—""","""0.4g""","""""","""1.90mg""","""364""","""100%""","""30.0μg""","""""","""92mg""","""32.00μg""","""""","""0.26mg""","""—""","""439mg""","""""","""""","""1497kJ""","""2.60mg""","""137mg""","""44""","""25.3g""","""0.45mg""","""2.3mg""","""1.27mg""","""9.9g""","""61.9g""","""—""","""218mg""","""19.2mg""","""扁豆(干)""","""""","""""","""2.5g""","""""","""1.19mg""","""—"""
"""14.8%""","""59.0%""","""1.3g""","""""","""1.93mg""","""365""","""100%""","""""","""""","""163mg""","""1.20μg""","""""","""0.33mg""","""97.0%""","""1070mg""","""""","""""","""1316kJ""","""1.20mg""","""68mg""","""44""","""19.0g""","""0.11mg""","""1.0mg""","""0.52mg""","""19.4g""","""55.6g""","""—""","""340mg""","""4.0mg""","""扁豆(干，白)""","""""","""""","""4.7g""","""""","""1.31mg""","""23.2%"""
"""13.2%""","""57.5%""","""1.1g""","""""","""4.70mg""","""366""","""100%""","""""","""""","""171mg""","""2.90μg""","""""","""0.15mg""","""100.0%""","""525mg""","""""","""""","""1472kJ""","""2.10mg""","""60mg""","""44""","""18.6g""","""0.18mg""","""86.5mg""","""0.86mg""","""12.0g""","""65.6g""","""—""","""310mg""","""5.5mg""","""眉豆[饭豇豆](干)""","""""","""""","""2.7g""","""""","""2.14mg""","""29.3%"""
"""16.2%""","""49.9%""","""1.2g""","""""","""3.04mg""","""367""","""100%""","""60.0μg""","""""","""36mg""","""5.70μg""","""""","""0.16mg""","""99.6%""","""737mg""","""""","""""","""1488kJ""","""1.90mg""","""40mg""","""44""","""19.3g""","""0.08mg""","""6.8mg""","""2.10mg""","""10.9g""","""65.6g""","""—""","""344mg""","""7.1mg""","""豇豆(干)""","""""","""""","""3.0g""","""""","""1.07mg""","""33.5%"""
